ID_REF,mean_PE,mean_Control,t,pval,pval_mwu,log2FC,padj,padj_mwu,neg_log10_padj,symbol,probe_start
ILMN_1795336,6.759265393560263,6.7028094276193295,0.46567396832166275,0.6501642217105967,0.5244497218060843,0.05645596594093316,0.8293010288117009,0.7388585493510428,0.08128779584164181,PTER,3563.0
ILMN_1661594,7.698346571538177,7.6670029739522665,0.4647286406809735,0.6502385781163044,0.6854434826775221,0.03134359758591021,0.8293419032832953,0.841815645611661,0.08126639092425512,C2orf42,2425.0
ILMN_1738909,6.73437007682016,6.70998945878105,0.4679897169960101,0.6502927627752967,0.5244497218060843,0.024380618039110402,0.8293484276914589,0.7388585493510428,0.08126297435588158,TROVE2,2682.0
ILMN_1668996,9.156908839864519,9.097217344157967,0.46573887055459096,0.6503283165969963,0.45191345827907314,0.05969149570655219,0.8293484276914589,0.6836952528348342,0.08126297435588158,C1QBP,806.0
ILMN_2370365,8.010014908390232,7.920447489606512,0.4641007726020303,0.6504589619929685,0.6025243523612969,0.08956741878372032,0.8293531590466516,0.7923569158425884,0.08126049675355869,RFC4,784.0
ILMN_2066020,10.038839980538054,10.001646688261575,0.46386938562164765,0.650425206991,0.7723374412927805,0.03719329227647883,0.8293531590466516,0.8913439817934403,0.08126049675355869,TCEB1,203.0
ILMN_1724017,6.736839533011504,6.7701664263120325,-0.46624145173582093,0.6504059225747998,0.45191345827907314,-0.033326893300528404,0.8293531590466516,0.6836952528348342,0.08126049675355869,LOC732450,241.0
ILMN_2319913,7.1261284875915205,7.0792673677761195,0.4649662051414942,0.6506949310910715,0.7723374412927805,0.046861119815400976,0.8296000614229277,0.8913439817934403,0.08113122446419675,DGKA,2113.0
ILMN_1715684,6.606210020682556,6.64681690532475,-0.464075985038267,0.6512332120598036,0.7723374412927805,-0.04060688464219364,0.8299027881406184,0.8913439817934403,0.08097277635486011,LAMB3,3668.0
ILMN_1809484,6.832330164829247,6.816158895019866,0.46304674080752384,0.6511077297544827,0.8621866944007625,0.016171269809380995,0.8299027881406184,0.9359096969014423,0.08097277635486011,TMOD3,1827.0
